CD TYPE STATUT (statuts);CODE STATUT (statuts);LABEL STATUT (statuts);LB TYPE STATUT (statuts);CD NOM (statuts)
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60518
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;219756
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54339
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54339
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;219826
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;770935
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5364
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5348
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5348
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5494
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5506
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6596
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2603
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6294
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249547
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249255
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4415
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6748
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6774
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6774
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112319
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112413
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112590
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112783
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65899
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;92358
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;92614
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;92614
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;93015
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;93190
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;93190
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128012
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128311
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128315
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128315
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128347
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;239610
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;61618
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;61636
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;247135
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248499
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248920
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249030
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249341
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434209
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5680
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5680
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6206
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6789
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6790
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87106
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87136
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;140992
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103862
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103862
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103862
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86081
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86101
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249330
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249544
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;457313
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;35295
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;74353
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;74355
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434377
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434377
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249361
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4375
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65446
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65395
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65348
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2543
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2543
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;627745
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3814
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3811
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4172
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2844
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99922
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;771713
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104764
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104764
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;39288
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88614
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89710
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2676
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60918
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88349
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;118521
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119533
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124325
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124325
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96912
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96912
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;100304
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;100584
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;8282
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;8282
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;8369
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;8402
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248787
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;718804
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4770
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;786444
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5516
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5802
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5818
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5818
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84003
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;131757
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119805
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119860
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119881
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120192
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;140475
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97145
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97601
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97604
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109869
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;129340
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112601
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112601
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;83398
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84524
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84626
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4376
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4770
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6754
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6769
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;38872
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1453
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1453
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1449
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109151
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109291
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109291
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;140475
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;140478
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120246
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120246
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120260
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120908
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3187
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;836246
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4195
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3733
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3136
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2517
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;93623
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;98312
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;129032
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96844
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116936
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116936
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88840
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96226
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248920
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249464
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4726
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4726
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4734
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;233252
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;138137
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109861
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109870
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109870
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;113905
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115226
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115228
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115228
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;223175
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;223175
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94066
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94066
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94259
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94267
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130022
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130022
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130599
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130599
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;142508
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99305
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;111859
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88489
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249544
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249564
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249627
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249817
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;781902
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;299
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;977
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1984
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2477
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2497
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4823
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4823
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4901
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4917
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5828
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434213
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434213
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434213
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54537
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248794
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249515
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249107
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249107
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109881
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109881
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115258
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115296
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2502
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2530
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2679
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2938
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3106
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3422
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3439
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3590
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3784
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105266
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105273
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;13943
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4988
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4988
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5892
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5910
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5910
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5939
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5975
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5984
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5984
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248709
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249402
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249382
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249037
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;520902
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6136
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;12246
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88493
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88578
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88792
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88921
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124740
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125894
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3688
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60856
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65395
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65381
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;234963
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;9497
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80037
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81541
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6111
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6111
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;786467
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3733
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2486
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3155
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4155
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2543
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3165
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67606
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67772
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4859
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6507
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5514
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66157
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84626
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88921
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88952
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89316
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125976
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126034
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126276
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126276
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126615
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3362
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3343
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4232
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65208
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;102870
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;102929
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106353
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4330
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3595
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;73532
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;73543
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;73560
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6254
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6254
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248402
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6210
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5617
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5617
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5617
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;770927
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;771007
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4172
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4582
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4588
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4659
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85083
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85083
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85152
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85486
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;90222
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;98699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;98977
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99072
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99072
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;11362
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;11519
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;836838
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;627092
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;627092
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;74335
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;74335
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249448
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;36098
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;787264
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5642
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6218
